Name,Case Number,City,States & Territories,Date Filed,Region Assigned,Status,Date Closed,Reason Closed,No. of Eligible Voters,No. of Employees,Certified Representative,Unit Sought
"Stericycle, Inc.",04-RC-260851,Wilkes-Barre,PA,5/27/20,"Region 04, Philadelphia, Pennsylvania",Closed,12/11/20,Certific. of Representative,7,7,"International Association of Sheet Metal, Air, Rail and Transportation Workers - Local Union #44","Included: All full-time and regular part-time Route Managers employed by the Employer at its Hanover Township facility. Excluded: All other employees, office clericals, guards and supervisors as defined in the Act."
"ISS Action, Inc.",28-RC-260934,El Paso,TX,5/27/20,"Region 28, Phoenix, Arizona",Closed,8/12/20,Certific. of Representative,13,13,"International Union, Security, Police and Fire Professionals of America (SPFPA)","Included: ALL FULL-TIME AND PART-TIME ARMED AND UNARMED TRANSPORTATION OFFICERS PERFORMING GUARD DUTIES AS DEFINED IN SECTION 9(b)(3) OF THE NATIONAL LABOR RELATIONS ACT, EMPLOYED BY ISS ACTION @ 9826 DYER ST., EL PASO, TX 79924
Excluded: ALL OFFICE CLERICAL EMPLOYEES, PROFESSIONAL EMPLOYEES AND SUPERVISORS AS DEFINED BY THE ACT."
Celgene Corporation,22-RC-260900,Summit,NJ,5/27/20,"Region 22, Newark, New Jersey",Closed,8/10/20,Certific. of Representative,7,10,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 68, 68A, 68B, 68C, 68D, AFL-CIO","Included: All full time and regular part time Boiler Operators, Operating Engineers and Chief Engineer.

Excluded: Service, Maintenance, Technical, Professional, Managers and Security Guards as defined in the Act."
Alatus Aerosystems,21-RC-260848,City Of Industry,CA,5/26/20,"Region 21, Los Angeles, California",Closed,7/7/20,Certific. of Representative,91,83,"INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS, AFL-CIO, DISTRICT LODGE  725","Included: All full-time production hourly employees employed by the employer in the Production Machine Shop, and Bench, Forming, Assembly, Tool Crip, Quality Control, Shipping and Receiving, and Maintenance departments at its facilities located at 423 Berry Way, Brea, CA 92821, 17055 East Gale Ave, City of Industry, CA and 20415 E. Walnut Drive, N, Walnut 91789. 

Excluded:  All other employees, temporary employees from other agencies, office clerical employees, and all other professional employees, guards and supervisor as defined by the Act."
"Shamrock Foods, Inc",27-RD-260796,Meridian,ID,5/26/20,"Region 27, Denver, Colorado",Closed,7/28/20,Dismissal Non-adjusted,,34,,"Include: Truck Drivers and Transportation Department employees. Exclude: Supervisors, Managers, Confidential Employees, Mechanics"
Providence St. Mary Medical Center,19-RC-260809,Walla Walla,WA,5/26/20,"Region 19, Seattle, Washington",Closed,7/27/20,Certification of Results,95,100,,"Included: All full-time, regular part-time, and per diem technical employees and technical lead employees employed by the Employer at its 401 W Poplar St, Walla Walla, Washington facility in the following classifications: Echocardiographer Technologist, MRI Technologist, OB Technician, Pharmacy Technician, Radiology Technologist, Respiratory Therapist, Surgical Technician, and Ultrasound Sonographer. Excluded: All other employees, employees represented in other bargaining units, professional employees, clerical employees, managerial employees, confidential employees, and guards and supervisors as defined by the Act."
Eastpointe Condominium Association,22-RC-260827,Highlands,NJ,5/26/20,"Region 22, Newark, New Jersey",Closed,10/26/20,Certification of Results,12,10,,"Included:  All full time and regular part time Maintenance Technicians, Senior Maintenance Technician, Cleaner and Concierge.

Excluded:  Technical, Clerical, Professional, Managers and Security Guards as defined in act."
EXXONMOBIL FUELS & LUBRICANTS COMPANY,16-RD-260803,Baytown,TX,5/26/20,"Region 16, Fort Worth, Texas",Closed,10/22/20,Certific. of Representative,624,593,"UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKERS INTERNATIONAL UNION, LOCAL 13-2001","Included: Baytown Refinery process and Mechanical USW 13-2001

Excluded: Chemical/Lab 13-2001, supervisors and guards as defined in the Act."
"K Motors 2, Inc. d/b/a Honda of El Cajon Superstore",21-RC-260773,El Cajon,CA,5/22/20,"Region 21, Los Angeles, California",Closed,7/9/20,Withdrawal Non-adjusted,,26,,"Included: All full time/regular part time service technicians, lube techs

Excluded: Al others"
"AB Car Rental Services, Inc.",15-RC-260725,Memphis,TN,5/22/20,"Region 15, New Orleans, Louisiana",Closed,7/1/20,Certific. of Representative,10,7,"International Brotherhood of Teamsters, Local 667","Included:  All Full Time and Part-Time CSR's employed by the employer at the Memphis Airport

Excluded:  All Management, supervisors and guards as defined by the Act."
The National Lime and Stone Company,08-RC-260727,Chesterville,OH,5/22/20,"Region 08, Cleveland, Ohio",Closed,7/8/20,Certific. of Representative,7,6,"International Union of Operating Engineers, Local 18","Included: All full-time operators/laborers employed by the Employer at its facility located at 7250 State Rote 95 East Excluded: all scale house employees, over the road drivers, office clerical personnel, professional employees, guards, and supervisors as defined by the Act."
Direct Trucking Corporation d/b/a Sparcway Transport,13-RM-260779,Channahon,IL,5/22/20,"Region 13, Chicago, Illinois",Closed,5/29/20,Withdrawal Non-adjusted,,29,,"Included: full-time and regular part-time local, city and regional drivers Excluded: owner-operator drivers, independent contractors, managerial employees, confidential employees, office clerical employees and guards, professional employees and supervisors as defined in the Act"
OPAL Environmental Justice Oregon,19-UC-260765,Portland,OR,5/22/20,"Region 19, Seattle, Washington",Closed,7/15/20,Withdrawal Non-adjusted,,5,,"Included:  All Employees

Excluded: Supervisors, managerial employees, confidential employees and contractors."
"Spring Creek SNF, LLC",13-RC-260792,Joliet,IL,5/22/20,"Region 13, Chicago, Illinois",Closed,8/11/20,Certific. of Representative,,70,"AFSCME (American Federation of State, County, and Municipal Employees) Council 31, AFL-CIO","Included: All full-time and regular part-time non-professional employees employed by the Employer at its facility currently located at 777 Draper Avenue, Joliet, IL in the following titles: CNA, LPN, Housekeeper, Cook, Laundry Aide, Activity Aide, Dietary Aide, and Restorative/Rehab Aide, Maintenance Assistant, Receptionist, and Escort/Resident Assistant.
Excluded: All confidential employees, managerial employees, guards and supervisors as defined by the Act."
Thrive Support & Advocacy,01-RC-260715,Marlborough,MA,5/22/20,"Region 01, Boston, Massachusetts",Closed,8/5/20,Certific. of Representative,56,50,"Service Employees International Union, Local 509","Included:  All full-time, part-time, and relief direct care employees. 
Excluded:  All other employees, including LPN's supervisors and managers."
"Agri-Kind, LLC",04-RC-260750,Chester,PA,5/22/20,"Region 04, Philadelphia, Pennsylvania",Closed,6/15/20,Withdrawal Non-adjusted,,44,,"INCLUDED:  All full-time and part-time non-professional employees including, but to limited to, cultivators, extractors, propagators, trimmers and packagers.

EXCLUDED:  All managerial, supervisory and professional employees and guards as defined by the Act."
Philadelphia Museum of Art,04-RC-260744,Philadelphia,PA,5/22/20,"Region 04, Philadelphia, Pennsylvania",Closed,8/19/20,Certific. of Representative,337,310,"American Federation of State, County, & Municipal Employees, AFL-CIO,  AFSCME District Council 47","Included: AII full-time and regular part-time professional and nonprofessional employees
employed by the Philadelphia Museum of Art.
Excluded: All other employees already represented by other labor organizations,
employees who are employed by third party contractors; managerial employees, guards
and supervisors as defined in the Act."
St Anthony Community Hospital,02-RC-260759,Warwick,NY,5/22/20,"Region 02, New York, New York",Closed,8/11/20,Certific. of Representative,103,105,The New York State Nurses Association,"Included: All full-time, regular part-time, and Per Diem Registered Nurses
employed by the Employer at its 15 Maple Avenue, Warwick, NY 10990 facility
Excluded Robotics Clinical Coordinators, Certified Lactation Consultants, Nurse
Educators, Nurse Practitioners, Quality Management Nurses, Bone and Joint
Coordinators (Medical Surgery), Bariatric Data Coordinators, Metabolic/Bariatric
Surgical Coordinators, Scheduling Operating Room Coordinators, Clinical
Coordinators OP GI Services, Clinical Coordinators OP Infusion/Chemo,
Operating Room Clinical Resource Coordinators, Mt Alverno Center employees,
Scherviev Pavilion employees, St Joseph’s Place employees, Stress Test
Registered Nurses, PACU Team Leads, Operating Room Team Leads, business
office clerical employees, service employees, maintenance employees, technical
employees, licensed practical nurses, guards, and all other professional employees
and supervisors as defined in the National Labor Relations Act."
PILOT CHEMICAL COMPANY OF OHIO,09-RD-260679,Middletown,OH,5/21/20,"Region 09, Cincinnati, Ohio",Closed,7/15/20,Certific. of Representative,38,37,"INTERNATIONAL ASSOCIATION OF MACHINIST AND AEORSPACE WORKERS, AFL-CIO, LOCAL LODGE 1943","Included:  Operations, Maintenance, Lab, Warehouse.  Excluded:  All other."
"Carestream Health, Inc.",02-RC-260613,New York,NY,5/20/20,"Region 02, New York, New York",Closed,10/26/20,Certification of Results,20,18,International Brotherhood of Electrical Workers Local 3,"Included:
All full and part time regular employees in the Field Service Engineer Title (US 305 NE Division)

Excluded:
Service Sales Specialists ,Account Executives, and Managers, Supervisors, and Guards as defined in the act"
"Tier Tech International, Inc., Communications Resource, Inc., and Excalibur Associates, Inc. (collectively referred to as Team Tier Tech)",05-RC-260605,Woodlawn,MD,5/20/20,"Region 05, Baltimore, Maryland",Closed,7/15/20,Certific. of Representative,36,34,Governed United Security Professionals,"Included:  All Security officers and Sergeants;  Excluded:  Lieutenants, captains, office and non-employees"
ONCOR ELECTRIC DELIVERY LLC,16-RC-260598,DALLAS,TX,5/19/20,"Region 16, Fort Worth, Texas",Closed,5/29/20,Withdrawal Non-adjusted,,60,,"Included:  Operators/Dispatchers at EDOC and WDOC

Excluded: All other employees including  guards and supervisors as defined by the Act."
Superior Beverage Company,13-RD-260629,Montgomery,IL,5/19/20,"Region 13, Chicago, Illinois",Closed,7/31/20,Certification of Results,25,17,,"Included:  Drivers, Helpers, Warehouse, Pickers.  Excluded:  All Non-Union Employees."
"Brookdale Healthcare and Wellness Centre, LP D/B/A Windsor Healthcare Center of Oakland",32-RC-260603,Oakland,CA,5/19/20,"Region 32, Oakland, California",Closed,7/8/20,Certific. of Representative,16,15,"Service Employees International Union, Local 2015","Included: Regular full and part-time LVNs, RNs, & Treatment Nurses.

Excluded: All other employees, MDS-PPS-TILE Nurses, clericals, managers, guards & supervisors."
Kennedy Krieger Institute,05-RC-260494,Baltimore,MD,5/18/20,"Region 05, Baltimore, Maryland",Closed,5/29/20,Withdrawal Non-adjusted,,302,,"Included: All full-time and regular part-time teachers, assistant teachers, and program aides working in the schools program of Kennedy Krieger Institute at the Fairmont campus, the Greenspring campus, Lifeskills & Education for Students with Autism and Pervasive Behavioral Challenges (LEAP), 1750 E. Fairmont Ave., Baltimore, MD 21211; 3825 Greenspring Ave., Baltimore, MD 21211;  and Montgomery County campus, 13313 Old Columbia Pike, Silver Spring, MD 20904. Excluded: All other employees, including confidential employees, supervisors, and managers"
Seattle Children's Hospital,19-RC-260520,Seattle,WA,5/18/20,"Region 19, Seattle, Washington",Closed,7/24/20,Certific. of Representative,17,20,United Food and Commercial Workers Local 21 affiliated with the United Food and Commercial Workers International Union,"Included: 

All full-time, regular part-time, and per diem Medical Assistants in the Seattle Children’s Urgent Cares at the following locations: Seattle Children’s North Clinic, 1815 13th St, Everett, WA 98201; Seattle Children’s South Clinic, 34920 Enchanted Pkwy S, Federal Way, WA 98003; Bellevue Clinic and Surgery Center, 1500 116th Ave NE, Bellevue, WA 98004; Seattle Children’s Hospital, 4800 Sand Point Way NE, Seattle, WA 98105. 

Excluded: 

All guards, supervisors, managers, technical employees, and confidential employees, as defined by the Act."
"BROADWAY SERIES MANAGEMENT GROUP, INC.",09-RC-260528,Louisville,KY,5/18/20,"Region 09, Cincinnati, Ohio",Closed,6/9/20,Withdrawal Non-adjusted,,7,,"Included: All Hair Stylists and Make-Up Artists employed by the Employer at the Kentucky
Center for the Performing Arts.
Excluded: All other employees, including all clerical workers, managers, guards, and
supervisors as defined by the Act."
"Roy C. Automatic Door, Inc.",18-RC-260436,Hanover,MN,5/15/20,"Region 18, Minneapolis, Minnesota",Closed,7/6/20,Certification of Results,11,11,,"Included: All full time and regular part time automatic door technicians Excluded: Office and clerical employees, managers and supervisors as defined in the act, guards, janitorial employees, engineers and all other employees"
Albertson's,27-RC-260482,Casper,WY,5/15/20,"Region 27, Denver, Colorado",Closed,7/10/20,Certification of Results,3,4,,
"Tracy Auto, L.P. dba Tracy Toyota",32-RC-260453,Tracy,CA,5/15/20,"Region 32, Oakland, California",Open,,,37,15,"MACHINISTS AND MECHANICS LODGE NO. 2182, DISTRICT LODGE 190, INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, AFL-CIO","Included: All full-time and regular part-time service technicians and lube techs.

Excluded: All others."
Valmet Inc,15-RD-260402,Columbus,MS,5/15/20,"Region 15, New Orleans, Louisiana",Closed,5/12/21,Withdrawal Non-adjusted,,60,,"Included:  All full time and regular part-time production and maintenance employees at the Employer's Columbus, MS facility

Excluded:  Supervisors, managers, office clerical, professional employees and guards as defined by the Act."
Pop-Up Magazine Productions,20-RC-260441,San Francisco,CA,5/15/20,"Region 20, San Francisco, California",Closed,6/1/20,Withdrawal Non-adjusted,,31,,"Included: Account Coordinators, Account Executives, Art Directors, Associate Editors,
Associate Story Producers, Audio Engineers, Contributing Producers, Copy Chiefs, Creative
Managers, Directors of Communications, Directors of Community Engagement and
Partnerships, Directors of East Coast Sales and Partnerships, Directors of West Coast Sales and
Partnerships, Event Coordinators, Event Managers, Managing Editors, Digital Designers, Music
Directors, Photo Editors, Producers, Production Managers, Research Editors, Senior Editors,
Senior Producers, Social Media Editors, Staff Assistants, Story Producers, Technical Directors
Excluded: All other employees, including Assistant Controllers, Brand Studio Editorial
Directors, Creative Directors, Editor-in-Chief, Event Directors, Executive Editors, Financial
Directors, Operations Directors, Photo Directors, Publisher, Vice President of Sales, Special
Projects Directors"
LAKE REGION HEALTHCARE CORPORATION,18-RC-260491,Fergus Falls,MN,5/15/20,"Region 18, Minneapolis, Minnesota",Closed,7/8/20,Certification of Results,122,82,,"Included: All full time and part time employees in the technical bargaining unit

Excluded: Managers, Supervisors and other employees"
Albertson's,27-RC-260482,Casper,WY,5/15/20,"Region 27, Denver, Colorado",Closed,7/10/20,Certification of Results,3,4,,
Valmet Inc,15-RD-260402,Columbus,MS,5/15/20,"Region 15, New Orleans, Louisiana",Closed,5/12/21,Withdrawal Non-adjusted,,60,,"Included:  All full time and regular part-time production and maintenance employees at the Employer's Columbus, MS facility

Excluded:  Supervisors, managers, office clerical, professional employees and guards as defined by the Act."
"Envirite of Illinois, Inc. d/b/a US Ecology Chicago",13-RD-260439,Harvey,IL,5/15/20,"Region 13, Chicago, Illinois",Closed,8/6/20,Certification of Results,17,17,,Included:  Industrial Operators - Maintenance - Chemical Operators - Lab Techs    Excluded:  Drivers - Office Clerks- Professional Employees - Managers Guards - Supervisors
Crisis Connections,19-RC-260510,Seattle,WA,5/15/20,"Region 19, Seattle, Washington",Closed,7/20/20,Certific. of Representative,129,130,"Office and Professional Employees International Union (""OPEIU"") Local 8","Included:  All regular, part-time and on-call employees employed by employer. 

Excluded: All managerial, confidential and supervisory employees."
"Valley Health Systems, LLC d/b/a Spring Valley Hospital Medical Center",28-RC-260389,Las Vegas,NV,5/14/20,"Region 28, Phoenix, Arizona",Closed,10/28/20,Certification of Results,142,100,,"INCLUDED:  All full time and regular part time Respiratory Therapist, Respiratory Therapist Leads, Respiratory Care Practitioner, Pharmacy Technicians, Pharmacy Buyers, Pharmacy Technicians Leads, Surgical Technicians and Surgical Technician Leads employed by the employer at Spring Valley Hospital located at 5400 South Rainbow Boulevard, Las Vegas, NV

EXCLUDED:  All managers, branch managers, regional managers, cooperate managers, all other professional 
employees, guards and supervisors as defined by the Act.

"
"Auburn Senior Services, Inc. d/b/a The Commons on St. Anthony",03-RD-260374,Auburn,NY,5/14/20,"Region 03, Buffalo, New York",Closed,6/8/21,Certific. of Representative,5,5,Teamsters Local Union 1149,"Included:  Full time and regular part time registered nurses employed by the employer.

Excluded:  Unit Managers, House supervisors, other professional employees, clerical employees confidential employees guards and supervisors."
Prosegur Security Group (f/k/a Command Security Corporation),05-RC-260371,Sterling,VA,5/14/20,"Region 05, Baltimore, Maryland",Closed,6/26/20,Dismissal Non-adjusted,,26,,"Included: All full-time and regular part-time Dispatchers (including level I, level II, level III, Lead Dispatchers, and Dispatchers on Watch Desk Assignment), Alarm Technicians, and Dispatch/Data Analysts employed by Prosegur (formerly known as Command Security Corporation) at the the National Law Enforcement Communication Center located at 22340 Dresden Street, Sterling, VA; Excluded: Managers, confidential employees, guards, and supervisors as defined in the Act."
Lewis Tree Service Inc.,06-RC-260416,Titusville,PA,5/14/20,"Region 06, Pittsburgh, Pennsylvania",Closed,7/7/20,Dismissal Non-adjusted,,14,,"Included: Line clearance Tree trimming, Routine maintenance, Brush cutting, Brush spraying, Permitting in the County`s of Erie, Crawford, Forest and Venango for Penelec. Excluded: Management."
"PLANNED LIFESTYLE SERVICES, PART OF AND RELATED TO PLANNED COMPANIES",22-RC-260386,Jersey City,NJ,5/14/20,"Region 22, Newark, New Jersey",Closed,8/10/20,Certific. of Representative,5,5,"Local 32BJ, Service Employees International Union","Included: All full-time and regular part-time concierge employees employed at The Cliffs.

Excluded:  All other employees, confidential, supervisor, and guards as defined by the Act."
"Nevada Dairy, LLC",32-RC-260434,Reno,NV,5/14/20,"Region 32, Oakland, California",Closed,7/8/20,Certification of Results,55,45,,"Included: All full/part-time employees including drivers, production employees, cooler employees, plant maintenance & mechanics, including employees in Bishop.

Excluded: Office, clerical, laboratory and professional employees, supervisors and guards defined in the Act.."
American Civil Liberties Union Foundation of Northern California,20-RC-260340,San Francisco,CA,5/13/20,"Region 20, San Francisco, California",Closed,7/16/20,Certific. of Representative,73,78,"Engineers & Scientists of California, Local 20 IFPTE, AFL-CIO, CLC","Included:
Administrative Assistant, Associate Communications Strategist, Associate Director of
Leadership Gifts, Associate/Attorney, Communications Associate, Communications Strategist,
Creative Strategist, Development Operations Manager, Digital Strategist, Director of Foundation
Relations & Donor Engagement, Donor Engagement Manager, Donor Services Specialist, Event
Assistant, Finance Assistant, Grassroots Advocacy Manager, Handyperson, Individual Giving
Officer, Intake Manager, Investigator, Janitor, Leadership Development Manager, Leadership
Gifts/Campaign Associate, Legal-Policy Assistant, Legal-Policy Fellow, Legislative Advocate,
Legislative Assistant, Legislative Attorney, Legislative Coordinator, Litigation Assistant,
Operations Assistant, Operations Coordinator, Organizer, Organizing Program Associate,
Organizing Program Manager, Policy & Legal Researcher, Policy Assistant, Program Attorney,
Program Coordinator, Program Manager, Prospect Development Manager, Receptionist,
Regional Organizing and Program Manager, Senior Program Attorney, Senior Research
Assistant, Senior Staff Attorney, Staff Attorney
Excluded:
All other employees, including confidential employees, guards, managers, and supervisors as
defined by the Act."
Bluefield Regional Medical Center,10-RD-260347,Bluefield,WV,5/13/20,"Region 10, Atlanta, Georgia",Closed,2/25/22,Withdrawal Non-adjusted,,74,,Included:  Nurses  Excluded:  All others
"Matanuska Electric Association, Inc.",19-RD-260377,Palmer,AK,5/13/20,"Region 19, Seattle, Washington",Closed,7/20/20,Certific. of Representative,26,29,"International Brotherhood of Electrical Workers Local Union 1547 affiliated with the International Brotherhood of Electric Workers, AFL-CIO","Included:  Engineering, Operations, and Accounting
 
Excluded: NA"
"TDS Metrocom, LLC",18-RC-260318,Schofield,WI,5/13/20,"Region 18, Minneapolis, Minnesota",Closed,7/2/20,Certific. of Representative,9,8,"COMMUNICATIONS WORKERS OF AMERICA, DISTRICT 4","Included:  All Part-time and Full-time employees of TDS Metrocom in Schofield, WI in the titles of Field Service Technician, Network Specialist and Field Services Assistant.

Excluded:  All other employees, managers, supervisors and others excluded per the Act."
Lincoln Wood Products,18-UC-260274,Merrill,WI,5/12/20,"Region 18, Minneapolis, Minnesota",Closed,7/20/20,Withdrawal Non-adjusted,,300,,"Included:  All production and maintenance employees, including truck drivers.

Excluded:  Office clerical employees, professional employees, guards, watchman, and supervisrs."
"GreenWaste Recovery, Inc.",32-RC-260301,San Jose,CA,5/12/20,"Region 32, Oakland, California",Closed,8/28/20,Certification of Results,83,80,,"Included: All full-time and regular part-time drivers and driver helpers.

Excluded: All other employees."
"Heartland Waste of West Central Missouri, LLC",14-RC-260254,Warrensburg,MO,5/12/20,"Region 14, Saint Louis, Missouri",Closed,7/24/20,Certification of Results,35,35,Teamsters Local Union No. 838,"Included: Class A & Class E CDL drivers, Throwers/Helpers, and Mechanics Excluded: All other employees"
Lux Pot Shop,19-RC-260284,Seattle,WA,5/11/20,"Region 19, Seattle, Washington",Closed,6/18/20,Withdrawal Non-adjusted,,42,,"Included:  All non-supervisory employees at: 4912 17th Ave NW, Seattle WA 98107; 10333 Lake City Way NE, Seattle WA 98125; 4465 Fremont Ave N, Seattle WA 98103

Excluded: Supervisors and Guards as defined by the Act"
TWIN CITY CHROMIUM PLATING COMPANY,18-RD-260247,Minneapolis,MN,5/11/20,"Region 18, Minneapolis, Minnesota",Closed,6/29/20,Certific. of Representative,18,18,Teamsters Local 970,Included: platers/rackers/packers/shipping&receiving/maskers Excluded: maintenance/management
Maine Coast Regional Health Facilities d/b/a Northern Light Maine Coast Hospital,01-RC-260130,Ellsworth,ME,5/8/20,"Region 01, Boston, Massachusetts",Closed,6/29/20,Withdrawal Non-adjusted,,53,,"Included:
All full-time, regular part-time and eligible per diem technical employees employed by the
Employer at its following facilities: Northern Light Eleanor Widener Dixon Memorial Clinic at 37
Clinic Road, Gouldsboro, ME 04607; and Northern Light Primary Care-Southwest Harbor,
45 Herrick Rd - PO Box 786, Southwest Harbor, ME 04679 including employees with the following
job titles: Radiological Technologists, and CT/Radiological Technologists.

Excluded: All other employees, confidential employees, managerial employees, guards, and
supervisors within the meaning of the Act.
Eligibility date is pay period ending April 18, 2020.

Per diem technicians and LPNs are eligible if they have regularly averaged four hours or more per
week in the 13 weeks before April 18, 2020, the eligibility date. Davison-Paxon Co., 185 NLRB 21
(1970)."
"VISTAR TRANSPORTATION, LLC",09-RC-260125,Louisville,KY,5/8/20,"Region 09, Cincinnati, Ohio",Closed,7/16/20,Certific. of Representative,17,17,"General Drivers, Warehousemen and Helpers, Local Union No. 89 affiliated with the International Brotherhood of Teamsters","Included: All full time drivers.   Excluded: All office clerical employees, dispatchers,  temporary employees, professional employees, guards, warehouse workers, janitors, and supervisors as defined in the Act."
Pacific Gas and Electric Company,20-RC-260146,San Francisco,CA,5/8/20,"Region 20, San Francisco, California",Closed,7/10/20,Certification of Results,8,8,"Engineers and Scientists of California, Local 20 IFPTE","All Contract Administrators, Technical Procurement Specialists (including Associate TPS, TPS, Senior TPS and Expert TPSS), Contract Specialists and Business Analysts in the Employer's ""Projection Execution - Contracts"" department within the Power Generation organization.

These employees will be added to the Union's existing professional and technical unit via an Armour-Globe self-determination election.

Excluded:  All supervisors, guards and all other employees as defined by the Act."
"Profile Finishing Systems, LLC",18-RC-260153,Waukesha,WI,5/8/20,"Region 18, Minneapolis, Minnesota",Closed,6/25/20,Certific. of Representative,26,26,"International Union of Painters and Allied Trades, District Council 7","Included:  All full-time and regular part-time production employees of the employer at its
Waukesha, Wisconsin facility.

Excluded:  All guards & supervisors as defined the Act."
"Ryder Truck Rental, Inc.",08-RC-260173,Westlake,OH,5/8/20,"Region 08, Cleveland, Ohio",Closed,7/15/20,Certific. of Representative,2,2,"The International Association of Machinists and Aerospace Workers, Local Lodge 1363, AFL-CIO",Included: Service and Maintenance Employees Excluded: All others
"Vicinity Energy Baltimore Heating LLP and Vicinity Energy Baltimore Cooling LLP, a Single Employer",05-RC-260109,Baltimore,MD,5/8/20,"Region 05, Baltimore, Maryland",Closed,7/10/20,Certification of Results,50,46,,"Included:  All full-time and regular part-time mechanics, meter technicians, plant operators, stationary engineers, distribution mechanics, electricians, operations team leads, IM and E specialists, IM and E leads, OAM technician III leads, planners and general maintenance workers employed by Vicinity Energy Baltimore Heating LLP and Vicinity Energy Baltimore Cooling LLP at the facilities located 1400 Ridgely Street, 6 S. Frederick Street, 1500 Leadenhall Street, 201 North Central Avenue, 1 West Pratt Street, 785 Constitution Street, 300 West Preston Street, 641 West Saratoga Street, 1001 Fleet Street, 331 West Saratoga Street, and 2800 Sethlow Road, Baltimore, Maryland; Excluded: All other employees, office clerical employees, guards, managerial employees, and
supervisors as defined by the Act.
"
ADT LLC d/b/a ADT Security Services,18-RC-260134,Janesville,WI,5/8/20,"Region 18, Minneapolis, Minnesota",Closed,5/15/20,Withdrawal Non-adjusted,,11,,"Included: Service Technicians, Install Technicians, Lead Install Technicians, Lead Service Technicians, Service Technician Trainees, Install Technician Trainees.
Excluded:  Supervisory, Managerial, Confidential employees, and Guards as defined by the ACT and all other employees."
Range Regional Health Services d/b/a Fairview Range Medical Center,18-RC-260136,Hibbing,MN,5/8/20,"Region 18, Minneapolis, Minnesota",Closed,7/6/20,Certific. of Representative,43,39,AFSCME Council 65,"Included: 
 Hospital Techs:  Lab, Phlebotomy, X-ray, Ultrasound, MRI, Diag. Image, CT/Image, Radiology, Radiation, Nuclear, Mammography; Excluded:  :  Supervisors"
"Airbus Americas Customer Services, Inc.",05-RC-260086,Ashburn,VA,5/7/20,"Region 05, Baltimore, Maryland",Closed,6/8/20,Withdrawal Non-adjusted,,14,,Included: Certified Specialists/Inspectors; Excluded: All other employees
Lucie's Place,15-RC-260049,Little Rock,AR,5/7/20,"Region 15, New Orleans, Louisiana",Closed,5/13/20,Withdrawal Non-adjusted,,4,,"Included: RA
Excluded: none"
MyCity Transportation,16-RC-260092,Dallas,TX,5/7/20,"Region 16, Fort Worth, Texas",Closed,7/7/20,Certific. of Representative,65,44,Amalgamated Transit Union Local 1338,"Included: Full- time driver, Part-time driver.

Excluded: Managers, office staff, clerical staff."
"Zeigler Ford North Riverside, LLC",13-RM-260148,Riverside,IL,5/7/20,"Region 13, Chicago, Illinois",Closed,2/8/21,Withdrawal Non-adjusted,,11,,"Included: Regular full time and part time utility employees, garage attendants, drivers and stock room attendants Excluded: technicians, guards and supervisors as defined in the Act"
De La Paz Cleaning & Rental Service LLC d/b/a DLP Services,28-RC-260118,Del Rio,TX,5/7/20,"Region 28, Phoenix, Arizona",Closed,7/7/20,Certific. of Representative,6,6,"International Union of Operating Engineers Local 351, AFL-CIO","Included: Al full-time and regular-part time janitors. 
Excluded: All other employees, clerical employees, guards, supervisors, and managers as defined by the Act."
FLIGHT SAFETY SERVICES CORPORATION,10-RC-260069,Goldsboro,NC,5/7/20,"Region 10, Atlanta, Georgia",Closed,5/11/20,Withdrawal Non-adjusted,,5,,"Included:  ALL FULL TIME PILOT AND BOOM OPERATOR SIMULATOR INSTRUCTORS AS WELL AS SIMULATOR TECHNICIANS  WORKING AT SEYMOUR JOHNSON AFB, NC. Excluded: OFFICE CLERICAL EMPLOYEES, PROFESSIONAL EMPLOYEES, MANAGERIAL EMPLOYEES, GUARDS, SUPERVISORS, AS
DEFINED IN THE ACT."
" ENTERTAINMENT LIVE EVENTS, LLC D/B/A North Shore Music Theatre",01-RC-259999,Beverly,MA,5/6/20,"Region 01, Boston, Massachusetts",Closed,7/28/20,Certific. of Representative,45,30,"INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES, LOCAL 11","Included:Full-time and regular part-time production stagehands including Run crew.

Excluded:All other employees, office clerical ees, guards and supervisors as defined in the Act."
United States Gypsum Company,14-RC-260008,Kansas City,MO,5/6/20,"Region 14, Saint Louis, Missouri",Closed,11/27/20,Certification of Results,33,28,Teamsters Local Union No. 838,Included: Full-time & regular part-time Production & Warehouse employees at NKC MO facility Excluded: All other employees at North KC facility
"First Student, Inc.",03-RD-260010,Dover Plains,NY,5/6/20,"Region 03, Buffalo, New York",Closed,7/8/20,Certification of Results,51,49,,"Drivers, Mechanics, Monitors"
