Name,"Case Number",City,"States & Territories","Date Filed","Region Assigned",Status,"Date Closed","Reason Closed","No. of Eligible Voters","No. of Employees","Certified Representative","Unit Sought"
"Airway Cleaners, LLC",04-RC-272199,Philadelphia,PA,02/04/2021,"Region 04, Philadelphia, Pennsylvania",Closed,04/01/2021,"Certific. of Representative",35,25,"United Construction Trades & Industrial Employees (U.C.T.I.E.) Local 621","Included: All full-time and regular part-time employees employed by the Employer at the Philadelphia International Airport performing airport related services.


Excluded: All other employees not described above, employees represented by another union, food service employees, engineers, retail employees, office employees, confidential employees, managers, security guards and supervisors as defined in the Act."
"Detroit Medical Center Huron Valley-Sinai Hospital",07-RC-272211,"Commerce Township",MI,02/03/2021,"Region 07, Detroit, Michigan",Closed,04/12/2021,"Certific. of Representative",292,327,"SEIU Healthcare Michigan","Included: All unrepresented Technical Employees and Service and Maintenance Employees.

Excluded: All other classifications, including but not limited to Skilled Maintenance Employees, Business Office Clerical Employees, Guards, Managers, Confidential Employees and Supervisors as defined by the Act and all currently represented employees."
"Colectivo Coffee Roasters, Inc",18-RC-272212,Milwaukee,WI,02/03/2021,"Region 18, Minneapolis, Minnesota",Closed,03/24/2022,"Certific. of Representative",328,339,"International Brotherhood of Electrical Workers Local Unions 494 & 1220","Included:  All full-time and part-time employees of the employer in the classifications of All Café Coworkers, MOD, Ambassador, LROD, Driver, Coffee Trainer, Roaster, Warehouse Worker, Service Technician, Shift Lead and Bakery Worker, working at the café, bakery and warehouse locations in Illinois and Wisconsin.

Excluded:  Supervisory, General Manager, Officer Clerical, Professional employees and guards as defined by the Act and other employees."
Pfizer,02-RD-272206,"Pearl River",NY,02/03/2021,"Region 02, New York, New York",Closed,05/03/2021,"Certification of Results",15,15,"International Chemical Workers Union Council Local 527C","Included:
All full-time andregular part-time laboratory technicians employed by employer at  401 N Middletown Road

Excluded:
All other employees including managerial employees confidential and professional employees, supervisors.
"
"Providence Health & Services - Washington d/b/a Providence Centralia Hospital",19-RC-272189,Centralia,WA,02/03/2021,"Region 19, Seattle, Washington",Closed,04/19/2021,"Certific. of Representative",22,22,"United Food and Commercial Workers Local 3000, affiliated with United Food and Commercial Workers International Union, AFL-CIO","Included: 

All full-time, part-time, and per diem employees, employed by the employer at the following locations: 2015 Cooks Hill Road, Suite 100, Centralia, WA 98531, 1200 Basich Blvd, Aberdeen, WA 98520, and 4525 3rd Ave SE, Lacey, WA 98503; and in the following job classifications: Dosimetrists, Medical Receptionists, Patient Care Coordinators, Radiation Therapists, and Registered Nurses. 

Excluded: 

All other employees, managerial employees, confidential employees, and guards and supervisors as defined by the Act."
"MIRACORP, Inc.",27-RC-272114,Denver,CO,02/02/2021,"Region 27, Denver, Colorado",Closed,04/09/2021,"Certification of Results",2,2," International Union of Operating Engineers, Local 1, AFL-CIO","Included: Production Control Clerks Excluded: All supervisors, security, confidential and temporary employees as defined by the Act"
"UHO aka Urban Home Ownership Corp",02-RC-272146,"New York",NY,02/02/2021,"Region 02, New York, New York",Closed,02/18/2021,"Withdrawal Non-adjusted",,6,,"Included: Superintendents, Handymen and Porters Excluded: Security Guards and Management Clerks"
"Borgers Ohio, Inc.",08-RC-272130,Norwalk,OH,02/02/2021,"Region 08, Cleveland, Ohio",Closed,05/12/2021,"Certification of Results",219,250,,"Included: All full-time and regular part-time production and maintenance employees.

Excluded: All temporary / agency employees, office clerical employees, all professional employees, guards and supervisors as defined in the Act."
"Michigan Power Systems",07-RM-272082,"Commerce Township",MI,02/02/2021,"Region 07, Detroit, Michigan",Closed,02/04/2021,"Withdrawal Non-adjusted",,2,,"Included: Full-Time and Regular Part-Time Electricians employed by the employer.

Excluded: Managers, Guards, Supervisors and all other employees."
"LEBANON OAK FLOORING CO., LLC",09-RD-272014,Lebanon,KY,02/01/2021,"Region 09, Cincinnati, Ohio",Closed,02/19/2021,"Withdrawal Non-adjusted",,33,,"Included:  All union employees of Lebanon Oak Flooring Co., LLC."
"Taylor Farms California, Inc.",28-RC-272061,Yuma,AZ,02/01/2021,"Region 28, Phoenix, Arizona",Closed,06/25/2021,"Certific. of Representative",24,25," International Brotherhood of Teamsters Local Union 890","INCLUDED:  All rotators and loaders

EXCLUDED:  All dispatchers, guards, supervisors, clerical employees as defined by the Act."
"Central City Concern",19-UC-272058,Portland,OR,02/01/2021,"Region 19, Seattle, Washington",Closed,03/18/2021,"Dismissal Non-adjusted",,296,,"Included: All non-supervisory, non-professional employees “defined as being in the bargaining unit by the National Labor Relations Board” and non-supervisory professional employees in the following positions: Case Manager II (LOC, CEP, LEAD); Mental Health and SUDS Counselor (CEP, IO, ICM, LOC); Mental Health Counselor (ICM, CORE/ACT I, CORE/ACT II, IHART, IO); Mental Health Intake Coordinator (OTRC); Nurse (Hooper); and RN Case Manager (OTRC), including employees employed by the Employer at its locations at 707 NW Everett St.; 709 NW Everett St., 33 NW Broadway; 726 W Burnside; and 727 W Burnside, Portland, Oregon. Excluded: Supervisors, professional employees not expressly included, confidential employees, on-call employees, temporary employees, and any other employees excluded by law."
" Brookfield Global Integrated Solutions",22-RC-272027,Piscataway,NJ,02/01/2021,"Region 22, Newark, New Jersey",Closed,03/05/2021,"Withdrawal Non-adjusted",,4,,"Included:  Chief Engineer, Engineers and Mechanics.

Excluded:  Technical, Clerical, Professional, Managers and Security Guards as defined in the Act."
"Kaiser Foundation Health Plan of Washington",19-RD-272097,Spokane,WA,02/01/2021,"Region 19, Seattle, Washington",Closed,04/15/2021,"Certific. of Representative",20,10,"United Food and Commercial Workers Local 21, affiliated with United Food and Commercial Workers International Union, AFL-CIO","Included:  All pharmacies and technicians in Eastern Washington.  

Excluded:  All other employees."
"Diversified Glass & Storefronts, Inc.",02-RC-271961,Orangeburg,NY,01/29/2021,"Region 02, New York, New York",Closed,05/03/2021,"Certification of Results",40,43,"DISTRICT COUNCIL 9,  INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES, AFL-CIO","Included: 
All full-time and regular part-time employees engaged in the performance of field installation work (including field leads), shop fabrication, and drivers employed by the Employer at its 8 Olympic Drive, Orangeburg, NY location (and/or performing such field installation work activities on site at the Employer’s customers’ locations during the payroll period ending February 15, 2021.
Excluded: All other employees, including confidential employees, mangers, guards, professional employees, and supervisors as defined in the Act."
"EXECUTIVE RESIDENTIAL ELEVATOR, LLC",09-RC-271979,Louisville,KY,01/29/2021,"Region 09, Cincinnati, Ohio",Closed,04/05/2021,"Certific. of Representative",21,19,"International Union of Elevator Constructors, AFL-CIO","Included:  All full-time and regular part-time elevator constructor helpers, mechanics and adjusters employed by the Employer at its facility located at 812 Magnolia Ave., Louisville, Kentucky 40209.

Excluded:  All other employees, managers, office clericals, guards and supervisors as defined in the Act."
"21st Century Cyber Charter School",04-RC-272006,"West Chester",PA,01/29/2021,"Region 04, Philadelphia, Pennsylvania",Closed,09/08/2021,"Certific. of Representative",88,93,"21ST CENTURY CYBER EDUCATION ASSOCIATION, PSEA/NEA","Included: All full-time and regular part-time professional instructional employees, including lead teachers, teachers, counselors, registered nurses, long term substitute teachers, and content developers employed by the Employer at its West Chester, Downingtown and Murrysville, Pennsylvania facilities; Excluded: All office clerical employees and guards, managerial employees and supervisors as defined in the Act, and all other employees"
"Transcontinental Ultra Flex",29-RC-272080,Brooklyn,NY,01/29/2021,"Region 29, Brooklyn, New York",Closed,04/27/2021,"Certific. of Representative",156,200,"Transportation, Production & Warehouse Employees Union Local 438","Included: all full time and part time bargaining unit employees Excluded: office, clerical, guards"
"Import Motors II, Inc. dba Audi Concord",32-RC-272003,Concord,CA,01/29/2021,"Region 32, Oakland, California",Closed,01/10/2022,"Certific. of Representative",13,5,"Machinists Automotive Trades District Lodge No. 190, Machinists Local 1173","Included: All full-time and regular part-time Service Advisors.

Excluded: All others."
"Nestle USA, Inc.",25-RC-272018,Anderson,IN,01/29/2021,"Region 25, Indianapolis, Indiana",Closed,05/05/2021,"Certification of Results",497,400,,"Included:
All full time and regular part time production and distribution center employees employed by the
employer at the employer's facility in Anderson, Indiana.
Excluded: All quality control and office clerical employees, mechanics, maintenance employees, professional
2,mployees, temporary employees, guards, and supervisors as defined in The Act and all other employees."
"Valiant Global Defense Services, Inc. dba Valiant Integrated Services",19-RC-272034,"Oak Harbor",WA,01/29/2021,"Region 19, Seattle, Washington",Closed,04/16/2021,"Certific. of Representative",4,6,"International Association of Machinists and Aerospace Workers Local Lodge 130","Included:  Electronic Warfare Intelligence Analyst/Instructor, Acoustic Intelligence Analyst/Instructor, Acoustic Warfare Contact Instructor Aircrew, Electronic Warfare Contact Instructor Aircrew, AAAT Program Lead, DARTS Program Lead.

Excluded:  Managers, Supervisors, Clerical Workers, and all other employees including professional employees, managerial employees, guards, supervisors, and other employees as defined by the Act.  












"
"Meyer Industrial Container Inc. d/b/a Mauser Packaging Solutions",13-RC-271977,Chicago,IL,01/29/2021,"Region 13, Chicago, Illinois",Closed,04/08/2021,"Certification of Results",2,2,,"Included: All hourly paid full-time, part-time, and temporary dispatchers. (Armour-Globe self-determination petition) Excluded: All confidential employees, guards, professional employees, and supervisors as defined by the Act."
"Institute for Community Living, Inc.",29-RC-272040,Brooklyn,NY,01/29/2021,"Region 29, Brooklyn, New York",Closed,02/17/2021,"Withdrawal Non-adjusted",,8,,"Included:
Direct Care Professionals, Registered Nurses at 2042A Pacific St, Brooklyn NY, 11233
Excluded:
All other employees including guards and supervisors as defined by the Act"
"M HEALTH FAIRVIEW SOUTHDALE",18-RD-272025,EDINA,MN,01/29/2021,"Region 18, Minneapolis, Minnesota",Closed,02/03/2021,"Dismissal Non-adjusted",,9,,"Included: Psychiatric Assistants
Excluded: All other Employees"
"Swift Beef Company",27-RC-271964,Greeley,CO,01/28/2021,"Region 27, Denver, Colorado",Closed,06/09/2021,"Certification of Results",5,6,"United Food and Commercial Workers Local 7","Included: All classroom trainers in a self-determination election to determine whether they will be represented by Petitioner and join the existing bargaining unit represented by Petitioner at the Greeley, Colorado plant (Armour-Globe election). Excluded: All other employees, supervisors, security, confidential, and all temporary employees as defined in the Act."
"Hood River Distillers, Inc.",19-RD-271944,"Hood River",OR,01/28/2021,"Region 19, Seattle, Washington",Closed,11/02/2022,"Dismissal Non-adjusted",45,30,,"Included:  Non-supervisory employees. Excluded: Supervisors and Admin employees
"
"Universal Protection Service, LLC,  d/b/a Allied Universal Security Services",04-RC-271958,"Ridley Park",PA,01/28/2021,"Region 04, Philadelphia, Pennsylvania",Closed,04/15/2021,"Certific. of Representative",25,26,"International Union, Security, Police and Fire Professionals of America (SPFPA)","Included: ALL FULL-TIME AND PART-TIME ARMED AND UNARMED SECURITY OFFICERS PERFORMING GUARD DUTIES AS DEFINED IN SECTION 9(b)(3) OF THE NATIONAL LABOR RELATIONS ACT, EMPLOYED BY ALLIED UNIVERSAL @189 SOUTH STEWART AVE, RIDLEY PARK, PA 19078.  Excluded: ALL OFFICE CLERICAL EMPLOYEES, PROFESSIONAL EMPLOYEES AND SUPERVISORS AS DEFINED BY THE ACT."
"Central Coast Cooling, LLC",21-RC-271940,"El Centro",CA,01/28/2021,"Region 21, Los Angeles, California",Closed,03/25/2021,"Certific. of Representative",26,38,"TEAMSTERS LOCAL UNION 890","Included:  All Cooler employees

Excluded:  All supervisors, guards, office clerical and management."
"Adams Publishing Group, LLC d/b/a Wyoming Tribune Eagle",27-UC-271969,Cheyenne,WY,01/28/2021,"Region 27, Denver, Colorado",Closed,02/18/2021,"Withdrawal Non-adjusted",,7,,"Included: All full-time and regular part-time newsroom employees. Excluded: All managers, office clerical employees, professional employees, confidential employees, guards and supervisors"
"Planned Parenthood of Western Pennsylvania, Inc.",06-RC-271932,Pittsburgh,PA,01/28/2021,"Region 06, Pittsburgh, Pennsylvania",Closed,03/23/2021,"Certific. of Representative",36,35,"Healey Block LLC","Included: 
VOTING GROUP - UNIT B (NON-PROFESSIONAL UNIT): 
All full-time and regular part-time Clinical Coordinators, Health Care Assistants, Marketing and Development Coordinators, Call Center Representatives, Peer Education Specialists, Prevention Specialists, Community Educators, Front Office Specialists and Technical Consultants employed by the employer at it's locations listed above. 

Excluded:
All confidential employees, managers, guards, and supervisors as defined by the act."
"The ReDCo Group LLC",04-RC-271869,Pottsville,PA,01/27/2021,"Region 04, Philadelphia, Pennsylvania",Closed,04/08/2021,"Certific. of Representative",68,65,"Service Employees International Union, Local 668","Included: MT, MT-ABA, BSC, BSC-ABA,BHT, BHT-ABA, RBT, TSS, BC, BC-ABA Excluded: Statutory Managers, confidential employees and other workers explicitly excluded by the Act"
"Ascend Illinois, LLC",25-RC-271848,Springfield,IL,01/27/2021,"Region 25, Indianapolis, Indiana",Closed,04/27/2021,"Certific. of Representative",42,40,"Local 881 United Food and Commercial Workers","Included: All full-time and part-time Retail Bud and Agents in Charge
Excluded:
Managers, supervisors and security guards as defined by the Act"
"Southern Illinois Stone Company",14-RD-271883,Buncombe,IL,01/27/2021,"Region 14, Saint Louis, Missouri",Closed,04/05/2021,"Certific. of Representative",15,16,"International Union of Operating Engineers, Local 318","Included:  Operators.  Excluded:  office clerical employees, professional employees, guards and supervisors as defined in the Act."
"Paragon Systems, Inc.",15-RC-271879,Various,LA,01/27/2021,"Region 15, New Orleans, Louisiana",Closed,06/04/2021,"Certific. of Representative",81,90,"United Government Security Officers of America and its Local 287",
"Stadium Casino RE, LLC d/b/a Live! Casino & Hotel Philadelphia",04-RC-271854,Philadelphia,PA,01/27/2021,"Region 04, Philadelphia, Pennsylvania",Closed,03/26/2021,"Certific. of Representative",16,20,"Laborers' International Union of North America, Laborers' Local Union No. 332, AFL-CIO","Included:  All full-time and regular part-time hourly Facilities Attendants and hourly Utilities Attendants employed by the Employer at its facility located at 900 Packer Ave., Philadelphia, PA 19148.

Excluded:  All other classifications, all Lead Facilities Attendants and Lead Utilities Attendants , other employees, electrical employees, clerical guards, supervisors, managerial employees and professional employees and professional employees as defined in the Act."
"Paragon Systems, Inc.",05-RC-271866,Washington,DC,01/27/2021,"Region 05, Baltimore, Maryland",Closed,02/05/2021,"Withdrawal Non-adjusted",,10,,"Included: All Officers and Sergeants Employed at the Peace Corps at 1275 First Street NE, Washington DC, Excluded: All Lieutenants, Captains, Majors, Clerical and Managerial Employees as defined by the Act.
"
"Meribel Enterprises, LLC d/b/a Atlas Manufacturing",18-RD-271877,Minneapolis,MN,01/27/2021,"Region 18, Minneapolis, Minnesota",Closed,03/31/2021,"Certific. of Representative",48,47,"International Association of Sheet Metal, Air, Rail and Transportation Workers Local 10","Included: All regular full-time production employees and non-office indirect labor floor employees as indicated by position, job description and wage classification rates in exhibits, of this agreement.

Excluded: All regular full-time office employees, both exempt and non-exempt pay status, who work in professional, supervisory, administrative, technical or sales positions"
"Technica LLC",31-RC-271880,"Fort Irwin",CA,01/27/2021,"Region 31, Los Angeles, California",Closed,03/11/2021,"Certification of Results",,2,,"Included: All Tech Inspectors employed by the Employer operating out of the Fort Irwin
National Training Center.

Excluded: All other employees, office clerical and confidential employees, guards and
Supervisors as defined by the Act, as amended."
"Central Yetev Lev D'Satmar Meat,  Inc.",29-RC-271860,Brooklyn,NY,01/27/2021,"Region 29, Brooklyn, New York",Closed,07/13/2021,"Certific. of Representative",35,19,"The United Production Workers Union Local 17-18","Included: All regular fill-time and part-time nonsupervisory personel

Excluded-office clerical and supervisor as defined by the national labor relations act as ammend"
Avangrid,01-RC-271808,"Organge and Hartford",CT,01/26/2021,"Region 01, Boston, Massachusetts",Closed,02/04/2021,"Withdrawal Non-adjusted",,125,,"All full-time and regular parti-time Lead Supervisors, Supervisors, Inspectors, Tech Supports, Schedulers, Revenue Recovery's, Lead Analysts, Analysts, Lead Engineers, Engineers, Coordinators, Transmission System Operators, Investigators, Customer Project Coordinators, Commercial Collections, Construction Managers, and Dispatchers; but excluding Supervisors as defined in the Act."
"White Plains Hospital",02-RC-271846,"New York",NY,01/26/2021,"Region 02, New York, New York",Closed,04/26/2021,"Certification of Results",44,40,"1199SEIU United Healthcare Workers East","Included:

All full time, regular part time and per diem technical employees employed by the Employer at the facilities identified in 2b, to
be included in the existing unit of technical employees certified in case 02-RC-268642 by self-determination election.

Excluded:

All guards, managers, confidential employees and supervisors as defined by the Act."
"St. Luke’s-Roosevelt Hospital Center",02-RC-271874,"New York",NY,01/26/2021,"Region 02, New York, New York",Closed,03/31/2021,"Certific. of Representative",107,110,"National Security Officers Benevolent, Local 971/550","Included: All full-time and regular part-time Security Guards employed at Mount Sinai Morningside at Amsterdam Avenue and 114th Street. New York, NY and at Mount Sinai West, at 1000 Tenth Avenue, New York, NY.
Excluded: All other Employees, The Director of Security, Assistant Director of Security, Captains, Lieutenants, Sergeants, Corporals, Security Technicians, Professional Employees, Locksmiths and Supervisors as defined in the Act.

"
"Oldcastle APG Northeast, Inc., d/b/a Anchor",04-RD-271799,Farmingdale,NJ,01/26/2021,"Region 04, Philadelphia, Pennsylvania",Closed,03/29/2021,"Withdrawal Non-adjusted",,5,,"Included: Drivers.  Excluded:"
"Monfefo LLC",29-RC-271803,Brooklyn,NY,01/25/2021,"Region 29, Brooklyn, New York",Closed,03/07/2022,"Withdrawal Non-adjusted",,7,,"Included: Production works (part-time and full-time) Excluded: All other employees and supervisors as defined by the Act"
"Alta Equipment Company",13-RC-271805,"Orland Park",IL,01/25/2021,"Region 13, Chicago, Illinois",Closed,01/28/2021,"Withdrawal Non-adjusted",,12,,"Included:  Shop and field mechanics.

Excluded:  Sales, office, and parts employees
"
"Northeast Transportation Services, LLC",01-UC-271746,Pawtucket,RI,01/25/2021,"Region 01, Boston, Massachusetts",Closed,03/09/2021,"Withdrawal Non-adjusted",,55,,"All full time and regular part-time couriers., dock workers and dispatchers employed by the employer at its 10::L Concord Street., Pawtucket., RI facility. Excluded: All other employees., professional employees., guards., managers and supervisors as defined in the Act.
"
"West Penn Allegheny Health System, Inc. d/b/a Allegheny Health Network Cancer Institute at Allegheny General Hospital",06-RC-271661,Pittsburgh,PA,01/22/2021,"Region 06, Pittsburgh, Pennsylvania",Closed,03/19/2021,"Certific. of Representative",34,35,"SEIU Healthcare Pennsylvania","Included: All full-time and regular part-time registered nurses (RN's), including RN Leaders and Nurse Practitioners, employed at the AHN Cancer Institute at Allegheny General Hospital.
Excluded: All other employees, managerial employees, supervisors and guards as defined in the Act.
Note: Petitioner seeks an Armour-Globe election to include the petitioned for employees into the existing larger RN bargaining unit certified in Case No. 06-RC-11739 currently represented by Petitioner."
"Cash-Wa Distributing Co. of Fargo, LLC",18-RD-271749,Fargo,ND,01/22/2021,"Region 18, Minneapolis, Minnesota",Closed,04/07/2021,"Certific. of Representative",69,71,"Teamsters Local 120","Included: Warehouse workers and Drivers from Fargo Distributing Center and associated domiciles Excluded: None"
"West Penn Allegheny Health System, Inc. d/b/a Allegheny Health Network Cancer Institute at Allegheny General Hospital",06-RC-271672,Pittsburgh,PA,01/22/2021,"Region 06, Pittsburgh, Pennsylvania",Closed,03/19/2021,"Certific. of Representative",16,20,"SEIU Healthcare Pennsylvania","Included: AII full-time and regular part-time technical employees, including radiation
therapists, senior radiation therapists, radiation therapist leaders and
special procedure radiation therapists, employed at the AHN Cancer
Institute at Allegheny General Hospital.

Excluded: All other employees, managerial employees, supervisors and guards
as defined in the Act.

NOTE: Petitioner seeks an Armour-Globe election to include the petitioned for
employees into the existing larger technical employee bargaining unit
certified in Case No. 06-RC-152300 currently represented by Petitioner."
"Albany Airport Hospitality Corp. d/b/a Best Western Albany Airport Inn",03-RD-271641,Albany,NY,01/22/2021,"Region 03, Buffalo, New York",Closed,03/03/2021,"Withdrawal Non-adjusted",,8,,"Front Desk, Housekeeping, Shuttle, Food, and Beverage.  Excluded:  Management"
"KR Contracting, Inc.",05-RC-271666,Alexandria,VA,01/22/2021,"Region 05, Baltimore, Maryland",Closed,04/09/2021,"Certific. of Representative",39,30,"Union Rights for Security Officers (URSO)","Included: All full-time and regular part-time security officers employed by the Employer located at the Hoffman Town Center, 2415 Eisenhower Avenue, Alexandria VA 22314 . Excluded:  All officer clerical employees, professional employees, and supervisors as defined by the Act.
"
"CREA Construction",13-RC-271695,Chicago,IL,01/22/2021,"Region 13, Chicago, Illinois",Closed,01/28/2021,"Withdrawal Non-adjusted",,3,,"Included: 3 Excluded: 0"
"Gimme Coffee, Inc.",03-RD-271639,Ithaca,NY,01/22/2021,"Region 03, Buffalo, New York",Closed,05/04/2023,"Certific. of Representative",31,13,"Workers United Local 2833","Included: All full-time, part-time, and variable hour employees with the job title “Barista” including Lead Baristas, employed by Gimme! Coffee at its facilities in Ithaca and Trumansburg Excluded: Store managers, confidential employees, professional employees, and supervisors as defined in the National Labor Relations Act, and all other non-barista employees."
"Bombardier Transportation Holding USA Inc.",04-RC-271607,Camden,NJ,01/21/2021,"Region 04, Philadelphia, Pennsylvania",Closed,05/13/2021,"Certific. of Representative",8,8,"American Train Dispatchers Association","Included: All full-time and regular part-time employees who perform rail traffic controller services Excluded: All other employees, supervisors, managers, guards, and confidential employees as defined by the Act"
"Marlin Thermocouple Wire, Inc.",08-RC-271632,Westlake,OH,01/21/2021,"Region 08, Cleveland, Ohio",Closed,02/11/2021,"Withdrawal Adjusted",,16,,"All full-time and part-time inventory control, lead person, maintenance operator, product purchaser, quality control and shipping employees, excluding all other employees."
"Animal Legal Defense Fund",20-RC-271637,Cotati,CA,01/21/2021,"Region 20, San Francisco, California",Closed,04/05/2021,"Certific. of Representative",44,54,"Nonprofit Professional Employees Union, IFPTE Local 70","lncluded:  All regular, full time, and part time employees in all locations. Accounting Associate, Campaigns Manager, Case Manager, Communications Associate, Database Analyst, Development Associate, Development Administrative Assistant, Digital Media Manager, Digital Media Specialist, Direct Marketing Manager, Education Program Manager, Events Associate, Events Manager, Fellow, Grants Officer, Legislative Affairs Manager, Litigation Program Administrative Assistant, Paralegal, Membership Servies Associate, 
Operations Administrative Associate, Philanthropy Manager, Central Region, Philanthropy Manager, East Coast, Philanthropy Manager, Western Processing, Administrative, Project Manager, Public Relations Specialist, Research Analyst, Pro Bono, Staff Attorney, Senior Graphic Designer, Senior Legislative Affairs Manager, Senior Policy Program Manager, Senior Pro Bono Manager, Senior Staff Attorney, Senior Student Programs Attorney, Senior Writer, Social Media Specialist. 

Excluded:  Managers and supervisors as defined by the Act."
"Federal Defenders of San Diego Inc.",21-RC-271675,"San Diego",CA,01/21/2021,"Region 21, Los Angeles, California",Closed,03/22/2021,"Certific. of Representative",50,53,"ENGINEERS AND SCIENTISTS OF CALIFORNIA, LOCAL 20, IFPTE, AFL-CIO/CLC","Included: All professionals including appellate attorneys, fellows, staff attorneys, and trial attorneys

Excluded: All other employees"
"TLP Management Services LLC, a subsidiary of TransMontaigne Operating Company L.P.",19-RC-271674,Tacoma,WA,01/21/2021,"Region 19, Seattle, Washington",Closed,04/14/2021,"Certific. of Representative",30,28,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO","Included: 

All hourly production and Maintenance Employees at Seaport Sound Terminal Facility.

Excluded: 


All Supervisors, Salary and Management Employees per The Act definition."
"Northeast Beverage Corp. of Rhode Island",01-RC-271628,Warwick,RI,01/21/2021,"Region 01, Boston, Massachusetts",Closed,02/16/2021,"Withdrawal Non-adjusted",,5,,"Included: All full-time and regular part-time warehouse employees employed by the employer at its 1200 Jefferson Blvd., Warwick, RI facility.  Excluded: All other employees, guards, supervisors and managers as defined in the Act."
"CALMAT Co. d/b/a Shamrock Materials",20-RC-271555,"San Rafael",CA,01/20/2021,"Region 20, San Francisco, California",Closed,03/30/2021,"Certific. of Representative",10,10,"TEAMSTERS LOCAL 665","Included:
Petitioner seeks to determine whether Yard Helpers at the employer's Cotati and San Rafael locations, who fill orders, load customer vehicles, and operate loaders and forklifts, seek to be included within the existing bargaining unit that currently exist at those locations. This addition would cause the bargaining unit to be expanded from approximately 58 to 68. 

Excluded: Clerical staff and other employees who work inside the employer's office"
"Impact Site Works, LLC",13-RC-271615,"East Chicago",IN,01/20/2021,"Region 13, Chicago, Illinois",Closed,06/03/2021,"Certific. of Representative",5,6,"International Union of Operating Engineers, Local 150, AFL-CIO","Included:  All full-time and regular part-time operators and mechanics.

Excluded:  All laborers, managers, supervisors, superintendents, clericals, and guards as defined under the Act."
"ThedaCare Regional Medical Center - Appleton, Inc",18-UC-271583,Appleton,WI,01/20/2021,"Region 18, Minneapolis, Minnesota",Closed,05/19/2021,"Dismissal Non-adjusted",,240,,"Included:
All full-time and part-time employees working 20 or more hours per week
Excluded:
Supervisory personne, office, and clerical employees, registered and licensed practical nurses

Proposed Unit Included:
same as in 5a above, except including 3 EVS trainers/lead workers
Proposed Unit Excluded:
same as 5a above"
"Neises Construction Corp.",13-RD-271580,"Crown Point",IN,01/20/2021,"Region 13, Chicago, Illinois",Closed,07/14/2021,"Dismissal Non-adjusted",,9,,"Included: Footing and Wall Crew Excluded: Flatwork Crew"
"Springfield Pepsi-Cola Bottling Co.",25-RD-271536,Rochester,IL,01/20/2021,"Region 25, Indianapolis, Indiana",Closed,04/05/2021,"Certific. of Representative",22,26,"Teamsters Local Union 916","Included: Full Service, Warehouse, Bulk Pre-Sell System, Vending, Pre-Sell Employees Excluded: Office , Management"
"Professional Security Consultants",20-RC-271589,Honolulu,HI,01/20/2021,"Region 20, San Francisco, California",Closed,04/23/2021,"Certification of Results",23,25,,"All full-time and part-time armed and unarmed security officers performing guard duties as defined in Section 9(b)(3) of the National Labor Relations Act, employed by Professional Security Consultants @ 1044 Auahi Street, Honolulu, HI 96814
"
"Cochran Recovery Services",18-RD-271613,Hastings,MN,01/20/2021,"Region 18, Minneapolis, Minnesota",Closed,02/05/2021,"Withdrawal Non-adjusted",,11,,"Included: TMA/CMA, Tech, Maintenance1, Maintenance 2/Driver and Maintenance 3.
Excluded: 
Everyone else"
"ISS Action Inc",16-RC-271479,LAREDO,TX,01/19/2021,"Region 16, Fort Worth, Texas",Closed,07/12/2021,"Dismissal Non-adjusted",,28,,"Included: All full-time and regular part-time Transportation Security Officers employed by the Company at its Border Patrol facility located in Laredo, Texas, performing guard duties as defined in Section 9(b)(3) of the Act, 

Excluded: Office clerical employees, sergeants, lieutenants, captains, sector managers, cleaners, mechanics, trainers and all supervisors and all other employees."
"SmithFoods Pacific, Inc.",14-RC-271503,Pacific,MO,01/19/2021,"Region 14, Saint Louis, Missouri",Closed,03/19/2021,"Certification of Results",33,25,"International Brotherhood of Teamsters, Local Union 688","Included: Custodian, warehouse, production, Lab, Maintenance, Processing, Quality insurance, Quality, Blender Excluded: Office Clerical, Professional employees, Guards, and supervisors as defined by the act"
"Lake Region Healthcare Corporation",18-RC-271545,"Fergus Falls",MN,01/19/2021,"Region 18, Minneapolis, Minnesota",Closed,03/19/2021,"Certific. of Representative",33,31,"AFSCME Council 65",
"New Britain Transportation",01-UD-271476,Meriden,CT,01/19/2021,"Region 01, Boston, Massachusetts",Closed,03/17/2021,"Certific. of Representative",72,66,"International Brotherhood of Teamsters, Local Union No. 677","All bargaining unit employees; but excluding all non-bargaining unit employees."
"Harborside Connecticut Limited Partnership  d/b/a The Willows",01-RC-271472,Woodbridge,CT,01/19/2021,"Region 01, Boston, Massachusetts",Closed,03/10/2021,"Certific. of Representative",20,24,"NEW ENGLAND HEALTH CARE EMPLOYEES UNION, DISTRICT 1199, SEIU","Included: All ft, regular pt & per diem License Practical Nurses (LPN).
Excluded: All other employees, supervisors and managers as defined by the Act."
